id_ticket,cantidad,producto,precio,total_producto
JTNNGU,5,Leche 1L,25.18,125.91
JTNNGU,2,Sartén antiadherente,365.12,730.24
JTNNGU,3,Refresco 2L,34.07,102.21
JTNNGU,3,Refresco 2L,35.44,106.32
JTNNGU,2,Pollo 1kg,118.45,236.91
JTNNGU,2,Pollo 1kg,114.67,229.35
JTNNGU,2,Audífonos,1466.53,2933.06
JTNNGU,1,Leche 1L,24.57,24.57
JTNNGU,3,Pan Baguette,29.35,88.06
JVVPI7,1,Arroz 1kg,39.2,39.2
JVVPI7,1,Leche 1L,25.87,25.87
JVVPI7,2,Licuadora,766.03,1532.06
JVVPI7,2,Refresco 2L,35.76,71.51
JVVPI7,2,Detergente 2kg,91.07,182.13
JVVPI7,2,Arroz 1kg,39.81,79.62
JVVPI7,3,Arroz 1kg,39.62,118.86
JVVPI7,1,Pollo 1kg,123.17,123.17
JVVPI7,1,Sartén antiadherente,342.72,342.72
JVVPI7,3,Arroz 1kg,39.33,117.98
JVVPI7,3,Refresco 2L,33.25,99.76
JVVPI7,3,Pan Baguette,30.55,91.64
JVVPI7,2,Refresco 2L,36.09,72.17
JVVPI7,3,Detergente 2kg,89.73,269.18
JVVPI7,3,Licuadora,838.77,2516.32
JXE8VG,1,Refresco 2L,33.43,33.43
JXE8VG,1,Pan Baguette,28.91,28.91
JXE8VG,2,Detergente 2kg,93.15,186.29
JXE8VG,2,Detergente 2kg,89.11,178.21
JXE8VG,1,Arroz 1kg,41.28,41.28
JXE8VG,2,Sartén antiadherente,360.68,721.35
JXE8VG,2,Pan Baguette,30.69,61.39
JXE8VG,1,Microondas,1944.87,1944.87
JXE8VG,1,Microondas,2000.09,2000.09
JXE8VG,3,Leche 1L,25.37,76.12
K6JDT2,2,Audífonos,1455.56,2911.12
K6JDT2,2,Arroz 1kg,38.89,77.77
K6JDT2,3,Pan Baguette,30.63,91.88
K6JDT2,2,Pan Baguette,31.14,62.28
K6JDT2,2,Arroz 1kg,40.21,80.43
K6JDT2,3,Arroz 1kg,39.87,119.6
K6JDT2,1,Sartén antiadherente,352.52,352.52
K6JDT2,2,Refresco 2L,33.29,66.59
K6JDT2,3,Refresco 2L,36.07,108.2
K6JDT2,1,Microondas,2083.3,2083.3
K6JDT2,2,Pollo 1kg,125.05,250.11
K6JDT2,3,Arroz 1kg,41.81,125.44
K6UOBM,1,Huevos 12pz,81.66,81.66
K6UOBM,2,Sartén antiadherente,363.29,726.59
K6UOBM,1,Leche 1L,24.19,24.19
K6UOBM,2,Licuadora,769.05,1538.09
K6UOBM,1,Licuadora,782.58,782.58
K6UOBM,3,Detergente 2kg,93.67,281.02
K6UOBM,1,Audífonos,1502.6,1502.6
K6UOBM,2,Pan Baguette,28.66,57.31
K6UOBM,1,Pan Baguette,30.6,30.6
K6UOBM,3,Refresco 2L,35.96,107.87
K82X7L,1,Arroz 1kg,38.21,38.21
K82X7L,1,Pan Baguette,30.69,30.69
K82X7L,3,Arroz 1kg,39.32,117.97
K82X7L,3,Detergente 2kg,86.57,259.71
K82X7L,1,Celular básico,5092.8,5092.8
K82X7L,3,Arroz 1kg,39.01,117.04
K82X7L,1,Pollo 1kg,124.45,124.45
K82X7L,3,Pan Baguette,30.52,91.55
K82X7L,3,Arroz 1kg,41.39,124.16
K82X7L,3,Arroz 1kg,41.32,123.96
K82X7L,3,Huevos 12pz,80.36,241.08
KA3X6X,1,Detergente 2kg,91.03,91.03
KA3X6X,3,Detergente 2kg,87.44,262.31
KA3X6X,1,Arroz 1kg,38.38,38.38
KA3X6X,1,Pollo 1kg,121.82,121.82
KA3X6X,3,Arroz 1kg,39.17,117.51
KA3X6X,2,Huevos 12pz,79.29,158.58
KA3X6X,2,Leche 1L,25.63,51.25
KA3X6X,2,Sartén antiadherente,355.35,710.7
KA3X6X,3,Audífonos,1524.35,4573.06
KA3X6X,1,Pan Baguette,31.35,31.35
KA3X6X,2,Arroz 1kg,40.01,80.02
KA3X6X,3,Arroz 1kg,41.62,124.86
KA6O36,1,Leche 1L,25.22,25.22
KA6O36,3,Sartén antiadherente,364.4,1093.19
KA6O36,1,Huevos 12pz,79.74,79.74
KA6O36,1,Huevos 12pz,82.28,82.28
KA6O36,1,Pan Baguette,31.16,31.16
KA6O36,3,Leche 1L,25.1,75.3
KA6O36,1,Audífonos,1507.27,1507.27
KA6O36,1,Pollo 1kg,119.62,119.62
KA6O36,3,Refresco 2L,35.06,105.17
KA6O36,1,Pan Baguette,30.41,30.41
KA6O36,3,Sartén antiadherente,354.59,1063.78
KA6O36,2,Huevos 12pz,81.92,163.84
KA6O36,1,Pollo 1kg,121.91,121.91
KA6O36,2,Pollo 1kg,117.96,235.92
KB4LXD,3,Leche 1L,25.1,75.29
KB4LXD,3,Huevos 12pz,77.06,231.18
KB4LXD,2,Detergente 2kg,89.2,178.4
KB4LXD,1,Pollo 1kg,114.64,114.64
KB4LXD,1,Detergente 2kg,88.32,88.32
KB4LXD,2,Refresco 2L,36.46,72.92
KB4LXD,1,Microondas,1976.08,1976.08
KB4LXD,2,Pollo 1kg,124.52,249.04
KB4LXD,3,Arroz 1kg,40.76,122.27
KB4LXD,2,Licuadora,810.34,1620.69
KB4LXD,2,Pan Baguette,30.23,60.45
KB4LXD,2,Detergente 2kg,90.59,181.18
KC01YU,1,Huevos 12pz,79.33,79.33
KC01YU,2,Pan Baguette,30.71,61.42
KC01YU,2,Audífonos,1428.07,2856.13
KC01YU,1,Sartén antiadherente,344.75,344.75
KC01YU,1,Arroz 1kg,39.27,39.27
KC01YU,1,Detergente 2kg,88.53,88.53
KC01YU,1,Pan Baguette,28.9,28.9
KC01YU,3,Arroz 1kg,40.0,119.99
KC01YU,1,Leche 1L,24.0,24.0
KC01YU,3,Sartén antiadherente,333.12,999.36
KC01YU,1,Pan Baguette,30.94,30.94
KDR9XC,3,Huevos 12pz,82.44,247.33
KDR9XC,1,Audífonos,1565.42,1565.42
KDR9XC,1,Leche 1L,23.89,23.89
KDR9XC,1,Licuadora,813.19,813.19
KDR9XC,3,Huevos 12pz,81.31,243.93
KDR9XC,1,Audífonos,1449.33,1449.33
KDR9XC,3,Huevos 12pz,80.77,242.31
KDR9XC,1,Arroz 1kg,40.98,40.98
KDR9XC,2,Arroz 1kg,39.35,78.7
KDR9XC,3,Pan Baguette,30.94,92.83
KDR9XC,3,Pan Baguette,29.58,88.74
KE5SZR,1,Arroz 1kg,40.3,40.3
KE5SZR,1,Pan Baguette,28.86,28.86
KE5SZR,1,Sartén antiadherente,336.25,336.25
KE5SZR,2,Licuadora,763.13,1526.26
KE5SZR,3,Pollo 1kg,123.32,369.97
KE5SZR,1,Refresco 2L,35.85,35.85
KE5SZR,2,Arroz 1kg,38.58,77.17
KE5SZR,3,Refresco 2L,35.43,106.29
KE5SZR,3,Licuadora,831.61,2494.83
KE5SZR,2,Leche 1L,24.14,48.27
KE5SZR,2,Huevos 12pz,80.84,161.68
KE5SZR,1,Arroz 1kg,41.66,41.66
KE5SZR,2,Arroz 1kg,38.18,76.35
KE5SZR,3,Huevos 12pz,83.25,249.76
KEACGS,1,Licuadora,769.35,769.35
KEACGS,2,Audífonos,1522.31,3044.63
KEACGS,1,Pollo 1kg,124.36,124.36
KEACGS,1,Arroz 1kg,39.0,39.0
KEACGS,2,Sartén antiadherente,337.02,674.04
KEACGS,2,Pan Baguette,29.79,59.59
KEACGS,1,Detergente 2kg,90.83,90.83
KEACGS,2,Detergente 2kg,94.47,188.94
KEACGS,1,Pollo 1kg,119.12,119.12
KEACGS,3,Detergente 2kg,85.94,257.81
KJ6TWM,3,Huevos 12pz,80.63,241.9
KJ6TWM,1,Huevos 12pz,77.71,77.71
KJ6TWM,1,Arroz 1kg,39.41,39.41
KJ6TWM,1,Arroz 1kg,38.88,38.88
KJ6TWM,2,Leche 1L,24.45,48.9
KJ6TWM,1,Refresco 2L,33.26,33.26
KJ6TWM,1,Refresco 2L,35.69,35.69
KJ6TWM,1,Audífonos,1440.32,1440.32
KJ6TWM,3,Arroz 1kg,40.0,120.0
KJ6TWM,2,Audífonos,1496.14,2992.27
KJHPVV,2,Refresco 2L,33.62,67.24
KJHPVV,5,Leche 1L,24.69,123.44
KJHPVV,5,Pan Baguette,30.51,152.54
KLLQIS,6,Arroz 1kg,38.17,229.03
KLLQIS,3,Refresco 2L,33.94,101.82
KLLQIS,3,Sartén antiadherente,340.27,1020.82
KLLQIS,2,Sartén antiadherente,340.08,680.16
KLLQIS,3,Leche 1L,26.24,78.71
KLLQIS,2,Huevos 12pz,77.15,154.3
KLLQIS,1,Microondas,1983.03,1983.03
KLLQIS,1,Arroz 1kg,38.04,38.04
KLLQIS,2,Detergente 2kg,89.91,179.82
KLLQIS,1,Audífonos,1566.42,1566.42
KLLQIS,2,Pan Baguette,29.98,59.95
KMSVNC,1,Leche 1L,25.6,25.6
KMSVNC,2,Audífonos,1540.25,3080.5
KMSVNC,2,Leche 1L,24.53,49.06
KMSVNC,2,Leche 1L,25.04,50.07
KMSVNC,1,Refresco 2L,36.61,36.61
KMSVNC,2,Huevos 12pz,80.34,160.67
KMSVNC,3,Pan Baguette,29.9,89.69
KMSVNC,1,Refresco 2L,35.0,35.0
KMSVNC,2,Pollo 1kg,120.14,240.28
KMSVNC,2,Arroz 1kg,40.69,81.39
KMSVNC,3,Refresco 2L,34.77,104.31
KMSVNC,1,Pollo 1kg,118.97,118.97
KS85QH,2,Sartén antiadherente,361.01,722.02
KS85QH,1,Licuadora,778.07,778.07
KS85QH,2,Arroz 1kg,39.24,78.47
KS85QH,1,Leche 1L,24.76,24.76
KS85QH,3,Refresco 2L,35.76,107.29
KS85QH,1,Detergente 2kg,90.08,90.08
KS85QH,2,Licuadora,789.07,1578.13
KS85QH,1,Refresco 2L,36.62,36.62
KS85QH,2,Arroz 1kg,41.52,83.05
KS85QH,3,Refresco 2L,36.24,108.71
KS85QH,1,Leche 1L,24.23,24.23
KS85QH,3,Detergente 2kg,89.91,269.74
KS85QH,3,Huevos 12pz,80.55,241.64
KS85QH,2,Sartén antiadherente,360.33,720.66
KSJ9YO,1,Sartén antiadherente,359.74,359.74
KSJ9YO,2,Leche 1L,23.8,47.61
KSJ9YO,1,Audífonos,1527.41,1527.41
KSJ9YO,1,Arroz 1kg,40.52,40.52
KSJ9YO,3,Pollo 1kg,121.08,363.23
KSJ9YO,2,Licuadora,838.34,1676.69
KSJ9YO,2,Leche 1L,24.61,49.22
KSJ9YO,3,Huevos 12pz,78.29,234.88
KSJ9YO,1,Pan Baguette,29.52,29.52
KSJ9YO,3,Pan Baguette,28.96,86.87
KSJ9YO,1,Licuadora,784.55,784.55
KSJ9YO,2,Sartén antiadherente,340.34,680.67
KTT0ZI,3,Huevos 12pz,76.17,228.5
KTT0ZI,2,Pollo 1kg,125.94,251.89
KTT0ZI,2,Refresco 2L,34.68,69.35
KTT0ZI,3,Sartén antiadherente,360.22,1080.67
KTT0ZI,3,Leche 1L,24.17,72.5
KTT0ZI,2,Huevos 12pz,81.28,162.56
KTT0ZI,2,Detergente 2kg,91.13,182.25
KTT0ZI,2,Audífonos,1521.99,3043.98
KTT0ZI,1,Arroz 1kg,39.33,39.33
KTT0ZI,2,Pan Baguette,30.56,61.12
KVJUQT,1,Sartén antiadherente,341.69,341.69
KVJUQT,1,Huevos 12pz,81.28,81.28
KVJUQT,2,Sartén antiadherente,339.31,678.62
KVJUQT,1,Sartén antiadherente,333.34,333.34
KVJUQT,1,Audífonos,1439.04,1439.04
KVJUQT,1,Audífonos,1539.72,1539.72
KVJUQT,3,Leche 1L,24.28,72.84
KVJUQT,3,Arroz 1kg,39.41,118.24
KVJUQT,2,Detergente 2kg,93.56,187.12
KVJUQT,3,Sartén antiadherente,357.32,1071.96
KVJUQT,2,Huevos 12pz,79.87,159.74
L08Z0B,2,Refresco 2L,35.7,71.4
L08Z0B,2,Sartén antiadherente,333.75,667.5
L08Z0B,2,Arroz 1kg,41.6,83.2
L08Z0B,2,Leche 1L,25.92,51.83
L08Z0B,2,Microondas,2010.75,4021.51
L08Z0B,2,Detergente 2kg,91.82,183.65
L08Z0B,1,Leche 1L,25.61,25.61
L08Z0B,3,Pan Baguette,31.0,93.01
L08Z0B,3,Pollo 1kg,115.84,347.51
L08Z0B,1,Detergente 2kg,92.35,92.35
L08Z0B,3,Leche 1L,26.03,78.1
L08Z0B,1,Sartén antiadherente,349.22,349.22
L08Z0B,1,Sartén antiadherente,345.71,345.71
L08Z0B,2,Arroz 1kg,39.37,78.75
L0PFGP,1,Detergente 2kg,89.81,89.81
L0PFGP,2,Pan Baguette,30.53,61.06
L0PFGP,2,Refresco 2L,36.31,72.62
L0PFGP,1,Licuadora,804.84,804.84
L0PFGP,3,Sartén antiadherente,347.86,1043.58
L0PFGP,1,Licuadora,793.65,793.65
L0PFGP,3,Detergente 2kg,94.33,282.98
L0PFGP,1,Leche 1L,26.18,26.18
L0PFGP,2,Licuadora,791.3,1582.6
L0PFGP,3,Detergente 2kg,88.15,264.45
L0PFGP,2,Refresco 2L,36.22,72.43
L4F1MM,3,Detergente 2kg,91.71,275.12
L4F1MM,2,Huevos 12pz,80.14,160.29
L4F1MM,2,Pan Baguette,29.81,59.63
L4F1MM,2,Refresco 2L,35.75,71.5
L4F1MM,1,Licuadora,822.5,822.5
L4F1MM,2,Huevos 12pz,79.95,159.91
L4F1MM,1,Pan Baguette,31.31,31.31
L4F1MM,2,Arroz 1kg,40.16,80.33
L4F1MM,2,Huevos 12pz,76.14,152.28
L4F1MM,2,Detergente 2kg,93.56,187.13
L4F1MM,2,Audífonos,1574.62,3149.24
L4F1MM,1,Detergente 2kg,89.48,89.48
LCC5CD,1,Pan Baguette,31.08,31.08
LCC5CD,1,Audífonos,1434.17,1434.17
LCC5CD,3,Arroz 1kg,39.29,117.86
LCC5CD,2,Sartén antiadherente,347.44,694.88
LCC5CD,1,Arroz 1kg,38.57,38.57
LCC5CD,1,Refresco 2L,35.45,35.45
LCC5CD,1,Licuadora,831.87,831.87
LCC5CD,2,Licuadora,770.94,1541.89
LCC5CD,3,Arroz 1kg,40.92,122.76
LCC5CD,1,Detergente 2kg,86.58,86.58
LCC5CD,1,Sartén antiadherente,350.6,350.6
LCC5CD,1,Huevos 12pz,77.54,77.54
LCE0VX,3,Leche 1L,26.12,78.36
LCE0VX,3,Arroz 1kg,38.86,116.57
LCE0VX,1,Pan Baguette,30.64,30.64
LCE0VX,1,Pollo 1kg,115.77,115.77
LCE0VX,2,Sartén antiadherente,363.35,726.71
LCE0VX,3,Detergente 2kg,88.85,266.55
LCE0VX,2,Arroz 1kg,39.91,79.81
LCE0VX,1,Licuadora,822.22,822.22
LCE0VX,2,Huevos 12pz,78.08,156.15
LCE0VX,1,Microondas,2033.41,2033.41
LCE0VX,2,Leche 1L,24.75,49.51
LCE0VX,2,Refresco 2L,35.54,71.08
LCE0VX,2,Leche 1L,23.99,47.98
LE5PPY,2,Licuadora,787.45,1574.9
LE5PPY,2,Leche 1L,23.84,47.69
LE5PPY,2,Licuadora,769.6,1539.21
LE5PPY,1,Sartén antiadherente,365.47,365.47
LE5PPY,3,Refresco 2L,33.81,101.42
LE5PPY,2,Pollo 1kg,124.58,249.16
LE5PPY,2,Leche 1L,24.58,49.16
LE5PPY,1,Detergente 2kg,86.74,86.74
LE5PPY,2,Leche 1L,26.22,52.45
LE5PPY,3,Huevos 12pz,81.18,243.53
LE5PPY,1,Licuadora,822.01,822.01
LE5PPY,3,Sartén antiadherente,333.23,999.7
LEUUST,3,Sartén antiadherente,349.84,1049.52
LEUUST,1,Pollo 1kg,120.04,120.04
LEUUST,1,Detergente 2kg,86.03,86.03
LEUUST,2,Leche 1L,24.3,48.61
LEUUST,1,Huevos 12pz,81.66,81.66
LEUUST,1,Pan Baguette,30.42,30.42
LEUUST,3,Sartén antiadherente,335.94,1007.82
LEUUST,1,Microondas,2062.86,2062.86
LEUUST,1,Arroz 1kg,38.76,38.76
LEUUST,3,Huevos 12pz,76.09,228.26
LEUUST,1,Detergente 2kg,92.32,92.32
LEUUST,2,Arroz 1kg,38.04,76.08
LEUUST,3,Pan Baguette,30.46,91.38
LEUUST,3,Pollo 1kg,115.09,345.27
LG3828,1,Sartén antiadherente,359.09,359.09
LG3828,3,Pan Baguette,31.19,93.56
LG3828,1,Microondas,1936.97,1936.97
LG3828,3,Pollo 1kg,114.68,344.03
LG3828,3,Detergente 2kg,87.53,262.58
LG3828,1,Pollo 1kg,116.72,116.72
LG3828,3,Refresco 2L,35.64,106.93
LG3828,1,Microondas,1997.17,1997.17
LG3828,1,Leche 1L,26.14,26.14
LG3828,1,Refresco 2L,33.73,33.73
LG3828,3,Pollo 1kg,115.3,345.91
LG3828,3,Leche 1L,26.16,78.49
LG3828,1,Sartén antiadherente,363.03,363.03
LG3828,1,Refresco 2L,34.39,34.39
LG8SRD,2,Pollo 1kg,115.23,230.46
LG8SRD,2,Refresco 2L,34.58,69.16
LG8SRD,2,Sartén antiadherente,364.92,729.85
LG8SRD,3,Arroz 1kg,39.34,118.02
LG8SRD,1,Pollo 1kg,118.24,118.24
LG8SRD,1,Arroz 1kg,39.66,39.66
LG8SRD,2,Sartén antiadherente,343.17,686.35
LG8SRD,2,Sartén antiadherente,362.29,724.58
LJ3P5S,1,Licuadora,786.97,786.97
LJ3P5S,3,Huevos 12pz,81.47,244.42
LJ3P5S,2,Huevos 12pz,78.42,156.84
LJ3P5S,1,Audífonos,1525.17,1525.17
LJ3P5S,2,Huevos 12pz,79.45,158.9
LJ3P5S,3,Pollo 1kg,122.49,367.47
LJ3P5S,1,Pan Baguette,29.36,29.36
LJ3P5S,3,Arroz 1kg,38.3,114.89
LJ3P5S,1,Pollo 1kg,122.97,122.97
LJ3P5S,2,Sartén antiadherente,355.07,710.15
LJ3P5S,2,Sartén antiadherente,349.69,699.38
LOIQ4N,1,Leche 1L,25.33,25.33
LOIQ4N,1,Refresco 2L,35.62,35.62
LOIQ4N,2,Licuadora,771.79,1543.58
LOIQ4N,1,Detergente 2kg,87.91,87.91
LOIQ4N,2,Arroz 1kg,38.86,77.71
LOIQ4N,2,Pan Baguette,28.79,57.58
LOIQ4N,2,Leche 1L,23.87,47.74
LOIQ4N,3,Pan Baguette,29.44,88.33
LOIQ4N,3,Licuadora,779.67,2339.01
LOIQ4N,3,Detergente 2kg,87.27,261.81
LOIQ4N,3,Refresco 2L,34.05,102.16
LQ5UHB,3,Detergente 2kg,89.22,267.67
LQ5UHB,1,Detergente 2kg,89.39,89.39
LQ5UHB,2,Pan Baguette,29.17,58.35
LQ5UHB,1,Leche 1L,25.84,25.84
LQ5UHB,3,Detergente 2kg,85.57,256.72
LQ5UHB,1,Detergente 2kg,94.13,94.13
LQ5UHB,2,Refresco 2L,34.88,69.76
LQ5UHB,2,Refresco 2L,34.83,69.66
LQ5UHB,1,Celular básico,4880.72,4880.72
LQ5UHB,1,Sartén antiadherente,355.88,355.88
LS8OCP,1,Celular básico,5098.29,5098.29
LS8OCP,1,Pan Baguette,29.79,29.79
LS8OCP,1,Arroz 1kg,40.7,40.7
LS8OCP,1,Leche 1L,23.89,23.89
LS8OCP,2,Detergente 2kg,91.96,183.92
LS8OCP,3,Leche 1L,25.67,77.0
LS8OCP,2,Detergente 2kg,92.13,184.26
LS8OCP,1,Detergente 2kg,92.75,92.75
LS8OCP,3,Leche 1L,25.56,76.67
LS8OCP,3,Leche 1L,24.8,74.39
LS8OCP,3,Pollo 1kg,125.38,376.13
LU97C8,2,Detergente 2kg,94.34,188.68
LU97C8,3,Licuadora,792.54,2377.63
LU97C8,3,Pan Baguette,29.01,87.03
LU97C8,1,Pan Baguette,31.31,31.31
LU97C8,1,Leche 1L,25.42,25.42
LU97C8,1,Audífonos,1556.01,1556.01
LU97C8,1,Pan Baguette,29.25,29.25
LU97C8,1,Pollo 1kg,122.25,122.25
LU97C8,2,Leche 1L,24.66,49.33
LU97C8,1,Huevos 12pz,80.0,80.0
LU97C8,3,Pan Baguette,30.77,92.31
LU97C8,1,Pan Baguette,29.58,29.58
LU97C8,1,Arroz 1kg,39.66,39.66
LUI3XU,2,Sartén antiadherente,342.9,685.8
LUI3XU,1,Huevos 12pz,76.75,76.75
LUI3XU,3,Leche 1L,24.0,71.99
LUI3XU,3,Arroz 1kg,39.48,118.44
LUI3XU,1,Refresco 2L,35.98,35.98
LUI3XU,1,Licuadora,830.78,830.78
LUI3XU,1,Microondas,2030.12,2030.12
LUI3XU,1,Sartén antiadherente,344.64,344.64
LUI3XU,6,Pan Baguette,29.25,175.52
LUI3XU,3,Sartén antiadherente,333.76,1001.28
LUI3XU,1,Pollo 1kg,123.58,123.58
LUI3XU,3,Arroz 1kg,39.91,119.73
LUI3XU,1,Leche 1L,23.87,23.87
LUI3XU,2,Detergente 2kg,88.2,176.4
LUI3XU,6,Pan Baguette,28.62,171.73
LXH5PO,2,Refresco 2L,35.61,71.21
LXH5PO,3,Pan Baguette,30.95,92.85
LXH5PO,1,Refresco 2L,36.16,36.16
LXH5PO,3,Licuadora,93.34,280.03
LXH5PO,1,Microondas,1914.43,1914.43
LXZ6Y0,1,Detergente 2kg,93.3,93.3
LXZ6Y0,3,Arroz 1kg,41.23,123.7
LXZ6Y0,2,Pan Baguette,29.47,58.95
LXZ6Y0,3,Detergente 2kg,85.99,257.96
LXZ6Y0,1,Detergente 2kg,88.32,88.32
LXZ6Y0,2,Refresco 2L,33.93,67.86
LXZ6Y0,2,Audífonos,1479.35,2958.7
LXZ6Y0,3,Pan Baguette,30.85,92.56
LXZ6Y0,3,Huevos 12pz,81.91,245.74
LXZ6Y0,1,Microondas,1962.24,1962.24
LYGA0L,2,Pan Baguette,31.12,62.23
LYGA0L,2,Arroz 1kg,38.22,76.43
LYGA0L,3,Leche 1L,25.85,77.56
LYGA0L,1,Celular básico,5042.43,5042.43
LYGA0L,1,Huevos 12pz,76.71,76.71
LYGA0L,3,Huevos 12pz,80.88,242.64
LYGA0L,2,Huevos 12pz,80.77,161.54
LYGA0L,3,Refresco 2L,34.43,103.28
LYGA0L,1,Leche 1L,25.6,25.6
LYGA0L,6,Detergente 2kg,85.62,513.7
M0N9CS,5,Huevos 12pz,77.55,387.77
M0N9CS,2,Celular básico,4843.0,9686.0
M0N9CS,4,Celular básico,11356.75,45426.99
M0N9CS,1,Sartén antiadherente,353.81,353.81
M2FUO7,2,Arroz 1kg,40.51,81.01
M2FUO7,1,Celular básico,4979.75,4979.75
M2FUO7,1,Pollo 1kg,121.49,121.49
M2FUO7,1,Refresco 2L,35.02,35.02
M2FUO7,3,Arroz 1kg,39.12,117.36
M2FUO7,1,Arroz 1kg,40.75,40.75
M2FUO7,2,Pan Baguette,30.3,60.6
M2FUO7,3,Refresco 2L,34.34,103.01
M2FUO7,3,Pan Baguette,29.91,89.73
M2FUO7,1,Pollo 1kg,121.24,121.24
M2FUO7,2,Leche 1L,25.17,50.35
M4KCSQ,3,Sartén antiadherente,357.88,1073.65
M4KCSQ,2,Licuadora,802.65,1605.29
M4KCSQ,1,Detergente 2kg,89.2,89.2
M4KCSQ,2,Sartén antiadherente,346.25,692.5
M4KCSQ,1,Huevos 12pz,76.09,76.09
M4KCSQ,1,Licuadora,822.01,822.01
M4KCSQ,3,Refresco 2L,36.68,110.04
M4KCSQ,1,Leche 1L,24.02,24.02
M4KCSQ,3,Huevos 12pz,80.57,241.7
M4KCSQ,1,Pollo 1kg,117.62,117.62
M4NL8Q,2,Leche 1L,24.08,48.16
M4NL8Q,1,Huevos 12pz,77.03,77.03
M4NL8Q,1,Microondas,1961.21,1961.21
M4NL8Q,2,Sartén antiadherente,351.36,702.72
M4NL8Q,1,Microondas,1960.13,1960.13
M4NL8Q,3,Leche 1L,24.01,72.03
M4NL8Q,3,Detergente 2kg,94.2,282.6
M4NL8Q,1,Pollo 1kg,119.75,119.75
M4NL8Q,1,Detergente 2kg,87.96,87.96
M4YVM5,3,Pan Baguette,31.24,93.72
M4YVM5,2,Sartén antiadherente,354.5,709.0
M4YVM5,3,Arroz 1kg,38.15,114.45
M4YVM5,1,Pollo 1kg,119.63,119.63
M4YVM5,3,Leche 1L,25.69,77.06
M4YVM5,1,Arroz 1kg,38.44,38.44
M4YVM5,2,Audífonos,1543.08,3086.16
M4YVM5,2,Licuadora,773.56,1547.12
M4YVM5,2,Pan Baguette,29.75,59.5
M4YVM5,2,Leche 1L,24.11,48.22
M4YVM5,2,Refresco 2L,36.24,72.48
M582O3,1,Sartén antiadherente,342.79,342.79
M582O3,1,Licuadora,760.09,760.09
M582O3,2,Arroz 1kg,41.28,82.55
M582O3,2,Detergente 2kg,90.65,181.31
M582O3,1,Refresco 2L,35.66,35.66
M582O3,2,Pan Baguette,31.1,62.19
M582O3,2,Microondas,1983.96,3967.91
M582O3,2,Huevos 12pz,83.4,166.79
M582O3,3,Arroz 1kg,39.55,118.66
M582O3,3,Pollo 1kg,118.19,354.56
M9J3D1,1,Leche 1L,25.68,25.68
M9J3D1,3,Leche 1L,24.56,73.68
M9J3D1,2,Detergente 2kg,92.58,185.16
M9J3D1,3,Huevos 12pz,77.66,232.99
M9J3D1,3,Arroz 1kg,39.26,117.79
M9J3D1,1,Refresco 2L,33.55,33.55
M9J3D1,3,Detergente 2kg,92.76,278.28
M9J3D1,3,Arroz 1kg,38.07,114.2
M9J3D1,2,Sartén antiadherente,337.06,674.11
M9J3D1,3,Pollo 1kg,117.37,352.1
M9J3D1,2,Detergente 2kg,94.45,188.91
M9J3D1,2,Huevos 12pz,77.85,155.69
M9J3D1,2,Sartén antiadherente,333.6,667.2
M9J3D1,1,Microondas,2095.31,2095.31
M9J3D1,1,Pollo 1kg,119.44,119.44
MA9Q7M,3,Sartén antiadherente,342.68,1028.03
MA9Q7M,2,Huevos 12pz,80.67,161.33
MA9Q7M,3,Licuadora,823.41,2470.24
MA9Q7M,2,Pollo 1kg,119.46,238.92
MA9Q7M,1,Pan Baguette,30.17,30.17
MA9Q7M,3,Leche 1L,25.19,75.57
MA9Q7M,2,Sartén antiadherente,342.8,685.59
MA9Q7M,2,Refresco 2L,36.63,73.26
MA9Q7M,1,Detergente 2kg,89.7,89.7
MA9Q7M,2,Detergente 2kg,91.83,183.66
MB3ZXI,1,Huevos 12pz,77.69,77.69
MB3ZXI,2,Pan Baguette,29.12,58.24
MB3ZXI,2,Refresco 2L,33.5,67.0
MB3ZXI,2,Huevos 12pz,82.91,165.83
MB3ZXI,2,Refresco 2L,35.05,70.1
MB3ZXI,3,Pan Baguette,31.03,93.08
MB3ZXI,1,Microondas,1914.23,1914.23
MB3ZXI,1,Huevos 12pz,82.19,82.19
MB3ZXI,1,Refresco 2L,35.39,35.39
MB3ZXI,1,Refresco 2L,33.36,33.36
MB3ZXI,2,Pollo 1kg,122.24,244.48
MB3ZXI,3,Leche 1L,24.97,74.92
MB3ZXI,3,Licuadora,814.38,2443.15
MFL86H,2,Sartén antiadherente,359.24,718.49
MFL86H,3,Pollo 1kg,116.35,349.06
MFL86H,1,Refresco 2L,36.14,36.14
MFL86H,2,Sartén antiadherente,336.98,673.96
MFL86H,1,Sartén antiadherente,344.59,344.59
MFL86H,2,Sartén antiadherente,351.74,703.49
MFL86H,3,Leche 1L,25.82,77.47
MFL86H,2,Pan Baguette,29.26,58.52
MFL86H,1,Licuadora,806.68,806.68
MFL86H,3,Licuadora,835.3,2505.91
MFVBG8,1,Licuadora,819.23,819.23
MFVBG8,2,Arroz 1kg,41.22,82.44
MFVBG8,1,Arroz 1kg,39.64,39.64
MFVBG8,1,Arroz 1kg,40.51,40.51
MFVBG8,1,Huevos 12pz,80.45,80.45
MFVBG8,2,Arroz 1kg,39.21,78.42
MFVBG8,5,Huevos 12pz,76.82,384.12
